	gold	pred	comp_type
161	richter_meier	richterm_+ens_r	common
162	anleihe_portfolio	anleihep_+ens_ortfolio	common
163	fels_spalter	felss_+ens_alter	common
164	funk_literatur	fu_+ens_nkliteratur	common
165	gewinn_walze	gewi_+ens_nnwalze	common
166	schweiß_auftrag	sc_+es_weißauftrag	common
167	ding_weite	d_+ens_ngweite	common
168	tennis_spaß	tenniss_+ens_paß	common
169	ferien_charakter	fer_iencharakter	common
170	schloss_therme	sc_+es_sstherme	common
171	jury_klasse	jury_+ens_asse	common
172	welt_spannung	weltspa_nung	common
173	hochdruck_sumpf	hochdrucks_+ens_pf	common
174	monitor_befehl	mo_itorbefehl	common
175	image_verbesserung	imageverbess_+ens_ng	common
176	koch_profi	kochpr_+ens_fi	common
177	gärtner_tugend	gärtnertug_+ens_nd	common
178	finanz_präsident	finanzpräsid_+ens_nt	common
179	studio_mischer	studiomis_+ens_r	common
180	referenz_suche	refer_zsuche	common
181	wal_kopf	w_+ens_alkopf	common
182	schlitz_fräsung	s_+ens_chlitzfräsung	common
183	engel_gebet	engelge_+ens_t	common
184	horn_kluft	hor_kluft	common
185	öko_lyrik	ö_lyrik	common
186	stress_menge	stressm_+ens_e	common
187	gewinn_zuschlag	gewinnzus_+ens_chlag	common
188	protokoll_vorlage	p_+ens_rotokollvorlage	common
189	rhythmus_meister	rhythmus_+ens_ister	common
190	sitzplatz_gast	s_+ens_zplatzgast	common
191	lied_übergang	liedüberga_g	common
192	drachen_kamm	drac_kamm	common
193	camping_krempel	campingkremp_+ens_l	common
194	probe_skript	probes_+ens_kript	common
195	theater_genie	thea_genie	common
196	liga_absteiger	ligaabsteig_+ens_r	common
197	propaganda_plan	propaga_daplan	common
198	gitter_körper	gitter_per	common
199	busch_weide	busc_+es_weide	common
200	hof_zug	hofz_+ens_g	common
201	wurf_art	wur_fart	common
202	kegel_stand	keg_+ens_lstand	common
203	rock_märchen	r_märchen	common
204	freizeit_spielchen	freizeitsp_+ens_ielchen	common
205	knorpel_versorgung	knorpelver_gung	common
206	baum_magie	baumm_+ens_ie	common
207	auslage_tisch	auslagetis_+ens_h	common
208	winter_angler	winterang_+ens_r	common
209	gast_fahrkarte	g_+ens_astfahrkarte	common
210	paddel_bericht	paddelberi_+ens_cht	common
211	mono_fernseher	monoferns_+ens_r	common
212	regenwald_frucht	reg_+ens_enwaldfrucht	common
213	mauer_höhle	ma_höhle	common
214	schlager_musik	schlagerm_+ens_sik	common
215	sound_debatte	soundd_+ens_batte	common
216	flugzeug_sitz	flugze_+ens_sitz	common
217	freiland_deposition	freilanddep_+ens_sition	common
218	harmonie_brei	ha_moniebrei	common
219	frühling_+s_tisch	frühlingstis_+ens_h	common
220	monat_+s_woche	m_+ens_tswoche	common
221	wirklichkeit_+s_klötzchen	wirklic_+es_itsklötzchen	common
222	platzierung_+s_form	p_+ens_latzierungsform	common
223	bereich_+s_ausschuss	bereichsauss_+ens_ss	common
224	krieger_+s_mann	krie_+ens_rsmann	common
225	torsion_+s_effekt	torsionse_+ens_kt	common
226	verbindung_+s_plan	ver_dungsplan	common
227	funktionär_+s_diktatur	funktionärsd_+ens_iktatur	common
228	verlag_+s_promotion	verlagsp_omotion	common
229	rationalität_+s_fiktion	rationalitäts_+ens_iktion	common
230	tagung_+s_zentrum	tagun_gszentrum	common
231	kriminalität_+s_anteil	krimi_+ens_nalitätsanteil	common
232	alter_+s_potenzial	alterspotenz_+ens_ial	common
233	ort_+s_bewegung	ortsbew_+ens_ng	common
234	alter_+s_reserve	altersres_+ens_e	common
235	belichtung_+s_möglichkeit	belichtungs_+ens_öglichkeit	common
236	rettung_+s_pfeil	rettungs_+ens_il	common
237	leben_+s_panorama	lebenspa_orama	common
238	vernichtung_+s_friede	ver_ichtungsfriede	common
239	redaktion_+s_anfrage	re_+ens_daktionsanfrage	common
240	beschäftigung_+s_kasten	beschäftigungskas_+ens_n	common
241	liebling_+s_ton	lieblings_+ens_n	common
242	gesinnung_+s_datei	ge_nungsdatei	common
243	werk_+s_struktur	w_+ens_rksstruktur	common
244	vorrat_+s_gesellschaft	vorratsges_+ens_llschaft	common
245	arbeit_+s_formation	arb_+ens_itsformation	common
246	gewicht_+s_verhältnis	gewichts_+ens_rhältnis	common
247	trennung_+s_koeffizient	tr_nungskoeffizient	common
248	vernichtung_+s_aktion	vernichtungs_+ens_aktion	common
249	regierung_+s_anwalt	regierungs_+ens_anwalt	common
250	verlängerung_+s_tag	ver_gerungstag	common
251	benachrichtigung_+s_konzept	benachrichtigungsko_zept	common
252	empfang_+s_messung	empfangsmess_+ens_ng	common
253	bewegung_+s_seite	bewegungss_+ens_eite	common
254	pruefung_+s_verband	pruefungsver_d	common
255	arbeit_+s_status	arbeitss_+ens_tatus	common
256	beschäftigung_+s_einsatz	beschäftigungse_+ens_insatz	common
257	erfolg_+s_argument	erfolgsargum_+ens_nt	common
258	haftung_+s_kapital	h_+ens_aftungskapital	common
259	exposition_+s_pfad	expositionsp_+ens_fad	common
260	unglück_+s_straße	unglucksst_+=e_aße	common
261	regierung_+s_uebernahme	regierungsueber_ahme	common
262	sieg_+es_lied	sie_+ens_eslied	common
263	übung_+s_platz	übungsp_+ens_latz	common
264	angebot_+s_hinweis	angebotshinw_+ens_is	common
265	konstruktion_+s_wissen	konstruktionswiss_+ens_n	common
266	telekommunikation_+s_professor	telekomm_+ens_nikationsprofessor	common
267	sicherheit_+s_luecke	sicherheits_+ens_cke	common
268	kleidung_+s_reform	kleidu_gsreform	common
269	gefühl_+s_krise	gefuhls_+=e_se	common
270	besichtigung_+s_liste	besichtigungslis_+ens_e	common
271	spannung_+s_umschaltung	spa_nungsumschaltung	common
272	dienstleistung_+s_gehalt	dienstleistungs_+ens_halt	common
273	identifikation_+s_rahmen	identifikationsrahm_+ens_n	common
274	wirkung_+s_zyklus	wirkungszy_+ens_s	common
275	aufmerksamkeit_+s_räuber	aufmerksamkeitsrä_+ens_r	common
276	zwang_+s_parfümierung	zwangsparfumie_+=e_ung	common
277	beruhigung_+s_placebo	beruhig_+ens_splacebo	common
278	verkehr_+s_konjunktur	verkehrsko_junktur	common
279	mittag_+s_wind	mittagsw_+ens_ind	common
280	weisheit_+s_vogel	weisheits_+ens_el	common
281	skalierung_+s_eigenschaft	s_+ens_kalierungseigenschaft	common
282	zahlung_+s_sicherung	zahlungssicher_g	common
283	bergwerk_+s_leute	bergwerks_+ens_te	common
284	stimmung_+s_bildung	stimmungs_+ens_ildung	common
285	sicherheit_+s_gewahrsam	sicherheits_+ens_ewahrsam	common
286	sachverhalt_+s_beurteilung	sachverhalts_+ens_urteilung	common
287	ausrüstung_+s_art	ausrüstungs_+ens_art	common
288	kürzung_+s_vereinbarung	kürzungsver_barung	common
289	selektion_+s_pool	selektionsp_+ens_ool	common
290	einheit_+s_straße	einheits_+ens_raße	common
291	verfolgung_+s_geist	verfolgungs_+ens_ist	common
292	behandlung_+s_bedürfnis	behandlungsbedür_is	common
293	virtualisierung_+s_szenarium	virtualisierungsszena_ium	common
294	aktionär_+s_hand	aktionärsha_d	common
295	artikulation_+s_ort	artikulations_+ens_rt	common
296	währung_+s_region	währ_gsregion	common
297	begriff_+s_trias	be_+ens_riffstrias	common
298	aufklärung_+s_ausstattung	aufklärungsauss_+ens_attung	common
299	verpflegung_+s_auto	verpflegungs_+ens_auto	common
300	querschnitt_+s_ressort	querschnittsress_+ens_ort	common
301	haushalt_+s_vermögen	haushaltsverm_+ens_n	common
302	eis_+es_heim	eises_+ens_im	common
303	patenschaft_+s_anlage	patens_+ens_aftsanlage	common
304	masse_+n_schlächterei	massens_+ens_chlächterei	common
305	tide_+n_stieg	tid_+ens_nstieg	common
306	figur_+en_wissen	figurenwiss_+ens_n	common
307	gruppe_+n_prüfung	gruppenpr_fung	common
308	hölle_+n_brand	hö_enbrand	common
309	röhre_+n_stand	r_hrenstand	common
310	klarinette_+n_einsatz	kla_etteneinsatz	common
311	ziege_+n_maske	ziege_+ens_aske	common
312	seele_+n_tagebuch	s_+ens_elentagebuch	common
313	experte_+n_geschichte	ex_tengeschichte	common
314	hose_+n_spanner	hosenspa_er	common
315	katze_+n_wurf	katzenw_+ens_rf	common
316	lesbe_+n_leben	les_+ens_enleben	common
317	sünde_+n_waage	sünd_+ens_nwaage	common
318	karte_+n_kompatibilität	ka_tenkompatibilität	common
319	lärche_+n_straße	larchenst_+=e_aße	common
320	quant_+en_kommunikation	q_tenkommunikation	common
321	rose_+n_malerei	ros_+ens_nmalerei	common
322	platte_+n_meister	plattenmeis_+ens_r	common
323	stern_+en_rechner	ster_enrechner	common
324	hose_+n_segment	hosensegm_+ens_nt	common
325	glocke_+n_steuerung	gloc_+es_steuerung	common
326	harfe_+n_komposition	ha_fenkomposition	common
327	echse_+n_liebhaber	echs_+ens_nliebhaber	common
328	katze_+n_liebhaber	katzen_ebhaber	common
329	auge_+n_riemen	augenriem_+ens_n	common
330	autor_+en_feld	autore_+ens_ld	common
331	wüste_+n_schurke	wustensch_+=er_ke	common
332	winde_+n_typ	windenty_+ens_p	common
333	karte_+n_landschaft	k_+ens_artenlandschaft	common
334	maßnahme_+n_ebene	ma_ahmenebene	common
335	maschine_+n_rüstzeit	maschinenrüs_+ens_it	common
336	gebühr_+en_angelegenheit	gebührenangelege_+ens_it	common
337	tinte_+n_rezeptur	tintenrezep_+ens_r	common
338	briefmarke_+n_messen	briefmarkenmess_+ens_n	common
339	idee_+n_fundus	ideenfund_+ens_s	common
340	variable_+n_eingabe	variab_eingabe	common
341	straße_+n_katalog	straßenka_+er_log	common
342	prämie_+n_versicherer	prämienversicher_+ens_r	common
343	walze_+n_verschleiß	walzenversc_+es_eiß	common
344	premiere_+n_präsentation	premierenpräs_+ens_ntation	common
345	präsident_+en_cup	präsiden_cup	common
346	seite_+n_bracke	s_+ens_eitenbracke	common
347	mensch_+en_ratte	m_+ens_nschenratte	common
348	angehörige_+n_stunde	angehö_+=e_genstunde	common
349	hölle_+n_erlebnis	höllen_ebnis	common
350	sprache_-e_empfang	sprachempfa_g	common
351	schule_-e_staatssekretär	s_+ens_lstaatssekretär	common
352	kontrolle_-e_pflicht	ko_trollpflicht	common
353	wolle_-e_mantel	w_+ens_ollmantel	common
354	hund_+e_krankengymnastin	hundekr_kengymnastin	common
355	referat_+e_seite	referates_+ens_eite	common
356	apparat_+e_ausschuss	apparateauss_+ens_ss	common
357	brett_+er_lücke	bretter_cke	common
358	mitglied_+er_sperre	mitglieders_+ens_rre	common
359	ei_+er_mann	eierma_n	common
360	wort_+=er_kette	wö_terkette	common
361	huhn_+=er_leiter	huhne_+=e_leiter	common
362	blatt_+=er_suppe	blatters_+=er_e	common
363	gans_+=e_sänger	gäns_+ens_sänger	common
364	gast_+=e_etage	gäs_+ens_tage	common
365	stand_+=e_gesellschaft	ständeges_+ens_llschaft	common
366	glaube_+ns_gesetz	glaubensges_+ens_tz	common
367	herz_+ens_eigenschaft	herzenseigens_+ens_aft	common
368	name_+ns_roulette	namens_+ens_lette	common
