	gold	pred	comp_type
74	besänftigung_+s_strategie	bes_+ens_nftigungsstrategie	infrequent
75	ausfachung_+s_bohrung	ausfachu_gsbohrung	infrequent
76	fassenacht_+s_zeit	fassenachts_+ens_it	infrequent
77	saldierung_+s_vorschrift	saldierungs_+ens_orschrift	infrequent
78	verdingung_+s_muster	verdingungsmus_+ens_r	infrequent
79	rauhigkeit_+s_spitz	rauhigkeitss_+ens_pitz	infrequent
80	leugnung_+s_prozess	leugnungsprozes_+ens_s	infrequent
81	befassung_+s_pflicht	befassungs_+ens_pflicht	infrequent
82	mächtigkeit_+s_verteilung	m_+ens_chtigkeitsverteilung	infrequent
83	entrechtung_+s_programm	entrechtun_gsprogramm	infrequent
84	umhüllung_+s_qualität	umhüllungs_+ens_alität	infrequent
85	optimalität_+s_kriterium	optimalitats_+=e_terium	infrequent
86	ungleichung_+s_kette	ungleichu_gskette	infrequent
87	entschichtung_+s_arbeit	entschichtungsarb_+ens_it	infrequent
88	entstalinisierung_+s_krise	ents_+ens_talinisierungskrise	infrequent
89	ingestion_+s_unfall	ingestions_+ens_nfall	infrequent
90	reorientierung_+s_phase	reor_ientierungsphase	infrequent
91	ersitzung_+s_zeit	ersitzungs_+ens_it	infrequent
92	verfrühung_+s_schaden	ver_hungsschaden	infrequent
93	gueltigkeit_+s_bereich	g_+ens_eltigkeitsbereich	infrequent
94	samojede_+n_spitz	samojedens_+ens_pitz	infrequent
95	dramaturg_+en_stelle	dramaturgens_+ens_elle	infrequent
96	schüppe_+n_straße	schüpp_+ens_nstraße	infrequent
97	disponent_+en_ausbildung	dispo_tenausbildung	infrequent
98	adventist_+en_familie	ad_+ens_entistenfamilie	infrequent
99	parallele_+n_paar	pa_+er_lelenpaar	infrequent
100	logopäde_+n_verband	logopäden_band	infrequent
101	disponent_+en_stelle	dispo_tenstelle	infrequent
102	prädikant_+en_bibliothek	prädika_tenbibliothek	infrequent
103	kämpe_+n_straße	kämp_+ens_nstraße	infrequent
104	kommode_+n_schublade	kommodens_+ens_blade	infrequent
105	makrone_+n_masse	makr_enmasse	infrequent
106	kinematograph_+en_vorstellung	kinematographenvors_+ens_ellung	infrequent
107	nuance_+n_bereich	nua_cenbereich	infrequent
108	blesse_-e_huhn	bless_+ens_n	infrequent
109	einöde_-e_riegel	einödrie_+ens_l	infrequent
110	geleise_-e_anlage	geleis_+ens_anlage	infrequent
111	staend_+e_staat	staendest_+ens_aat	infrequent
112	supernova_+e_explosion	supernovaee_+ens_xplosion	infrequent
113	ärzt_+e_organisation	ä_+ens_rzteorganisation	infrequent
114	koern_+er_haufen	ko_erhaufen	infrequent
115	baed_+er_architektur	baed_+ens_rarchitektur	infrequent
116	viech_+er_zeug	viecherze_+ens_g	infrequent
117	truthuhn_+=er_bestand	truthüh_erbestand	infrequent
118	gemeingut_+=er_wirtschaft	gemeingut_+=e_wirtschaft	infrequent
119	gemeingut_+=er_debatte	gemeingüterd_+ens_batte	infrequent
120	abhang_+=e_last	abhäng_+ens_last	infrequent
121	abhang_+=e_system	abhängesy_+ens_m	infrequent
122	abhang_+=e_wagen	abhängew_+ens_n	infrequent
123	aberglaube_+ns_vorstellung	aberglaubens_+ens_orstellung	infrequent
124	aberglaube_+ns_forschung	aberglaubensfors_+ens_ng	infrequent
125	aberglaube_+ns_kritik	aberglaubens_+ens_ritik	infrequent
