	gold	pred	comp_type
56	motorrad_prozession	motor_+ens_dprozession	common
57	pass_einfahrt	passeinf_t	common
58	produkt_breite	p_+ens_oduktbreite	common
59	ballon_reisende	ballonreis_e	common
60	schmelz_halle	sc_melzhalle	common
61	mail_gateway	mailgatew_y	common
62	manager_krankheit	managerkrankhei_t	common
63	photovoltaik_büro	photovoltaikbü_+=er_o	common
64	rasse_charakter	rassech_+er_kter	common
65	industrie_kooperation	industrieko_+e_operation	common
66	afrika_armee	afrik_mee	common
67	vogel_miere	vogel_miere	common
68	kolonie_besitzerin	koloniebesi_rin	common
69	technologie_überwachung	technologieub_+=er_rwachung	common
70	leser_rezension	leserrezensi_on	common
71	haupt_materie	haup_+e_materie	common
72	karo_van	karova_n	common
73	adler_ritter	adle_ritter	common
74	bitumen_schindel	bi_umenschindel	common
75	mädchen_hort	madchen_+=er_ort	common
76	sarg_laden	sarglade_n	common
77	express_gut	express_t	common
78	sonder_bahre	sonderba_e	common
79	archiv_kammer	archivka_mer	common
80	mark_radikal	mark_+ens_adikal	common
81	spende_bescheinigung	spendebescheinigun_g	common
82	karton_plastik	karto_+e_lastik	common
83	gehäuse_ersatz	gehäusee_rsatz	common
84	reise_kredit	reisekredi_t	common
85	pech_moment	pechmomen_t	common
86	balkon_grille	balkongrill_e	common
87	boden_abdruck	boden_ruck	common
88	ziel_härte	zielhä_+=er_e	common
89	kapsel_perforation	kapsel_perforation	common
90	schaum_pistole	sc_umpistole	common
91	verdienst_vorstellung	verdienstvorstellun_g	common
92	meister_solist	meistersolis_t	common
93	netzwerk_detail	netzwe_rkdetail	common
94	gold_deckel	golddeck_+er_l	common
95	elektro_griller	elektrogrille_r	common
96	sportwagen_tochter	sportwage_+er_tochter	common
97	musik_traum	musik_um	common
98	schweizer_haus	schweizerhau_s	common
99	wunsch_architekt	wunscharchi_t	common
100	werkstatt_dach	we_rkstattdach	common
101	zivildienst_erfahrung	zivildiensterfahrun_g	common
102	marmor_vertäfelung	marmorvertafel_+=er_g	common
103	kammer_linse	ka_merlinse	common
104	jahrtausend_rückblick	jahrtausendruckbli_+=er_k	common
105	wal_lücke	wallü_+=er_ke	common
106	geld_lobby	geldlobb_y	common
107	darm_paket	da_+ens_paket	common
108	offizier_lehrgang	offizierle_rgang	common
109	porträt_skizze	portratsk_+=er_e	common
110	hobby_schreiberin	hobbyschreib_n	common
111	praxis_raeum	praxis_um	common
112	darm_stabilität	darmstabili_t	common
113	fitness_ball	fitness_l	common
114	panorama_abschnitt	panoramaabsch_+er_itt	common
115	aal_verlust	aalverlus_t	common
116	ausschluss_diagnose	aussch_+er_ussdiagnose	common
117	bediener_eingriff	bedienereingrif_f	common
118	brett_stadt	brettstad_t	common
119	teil_plagiat	teilplagia_t	common
120	nebel_schutz	nebelsc_z	common
121	stifter_lauf	sti_+e_rlauf	common
122	militär_design	militard_+=er_gn	common
123	gepäck_träger	gepackt_+=er_ger	common
124	porträt_lithographie	portratlit_+=er_ographie	common
125	teil_kalender	teilkalende_r	common
126	last_konzentration	lastkonzen_tration	common
127	jugend_boot	jugendboo_t	common
128	zweirad_treff	zwei_treff	common
129	lob_artikel	lob_rtikel	common
130	haus_hoheit	haushohei_t	common
131	deck_tod	deckt_+e_od	common
132	yoga_haus	yogahau_s	common
133	öko_frau	ökof_u	common
134	fun_veranstaltung	funveranstaltun_g	common
135	tafel_jura	tafel_ura	common
136	display_anwendung	displayanwendun_g	common
137	damm_trasse	dammtrass_e	common
138	genre_skizze	g_+er_nreskizze	common
139	bein_muckis	bein_muckis	common
140	teil_kondensation	teilkonden_+er_tion	common
141	archiv_festigkeit	archivfestigkei_t	common
142	fracht_liste	frach_+er_liste	common
143	apfel_gelee	apfelgele_e	common
144	designer_lampe	designerla_+ens_pe	common
145	satire_format	satirefo_t	common
146	abfall_transporteur	abfallt_+e_sporteur	common
147	eis_mission	eis_mission	common
148	wechselkurs_anpassung	wechselkursanpassun_g	common
149	zusatz_wirkung	zusatzwi_rkung	common
150	ersatz_leder	ersatzlede_r	common
151	warenhaus_kredit	warenhauskredi_t	common
152	vorhersage_formel	vorhersagefo_mel	common
153	auswanderer_sendung	auswanderersendun_g	common
154	bürgermeister_funktion	bü_+=er_rmeisterfunktion	common
155	mutter_elch	mutterel_h	common
156	schlüssel_bedingung	schlusselbeding_+=er_g	common
157	video_stoff	vid_eostoff	common
158	grafik_argument	grafikargumen_t	common
159	wahl_technik	wahltech_+er_ik	common
160	ersatz_karriere	ersatzka_riere	common
161	richter_meier	richtermeie_r	common
162	anleihe_portfolio	anleiheportfoli_o	common
163	fels_spalter	fels_spalter	common
164	funk_literatur	funkli_teratur	common
165	gewinn_walze	gewi_+e_alze	common
166	schweiß_auftrag	schweißauf_g	common
167	ding_weite	dingwei_e	common
168	tennis_spaß	tennis_spaß	common
169	ferien_charakter	fe_riencharakter	common
170	schloss_therme	sch_+er_sstherme	common
171	jury_klasse	juryklass_e	common
172	welt_spannung	weltspannun_g	common
173	hochdruck_sumpf	hochdrucksu_mpf	common
174	monitor_befehl	monitorbefeh_l	common
175	image_verbesserung	imageverbesse_g	common
176	koch_profi	koch_+er_ofi	common
177	gärtner_tugend	gartnert_+=er_gend	common
178	finanz_präsident	finanzpraside_+=er_t	common
179	studio_mischer	stu_+e_mischer	common
180	referenz_suche	referenzsu_e	common
181	wal_kopf	walk_+e_opf	common
182	schlitz_fräsung	schlitzfras_+=er_g	common
183	engel_gebet	enge_+er_gebet	common
184	horn_kluft	hornkluf_t	common
185	öko_lyrik	ö_+=er_kolyrik	common
186	stress_menge	stres_smenge	common
187	gewinn_zuschlag	gewinnzusch_+er_ag	common
188	protokoll_vorlage	prot_+e_ollvorlage	common
189	rhythmus_meister	rhythmusmeis_r	common
190	sitzplatz_gast	si_+e_platzgast	common
191	lied_übergang	lieduber_+=er_g	common
192	drachen_kamm	drachenka_m	common
193	camping_krempel	ca_+ens_pingkrempel	common
194	probe_skript	probesk_t	common
195	theater_genie	theatergeni_e	common
196	liga_absteiger	ligaabstei_r	common
197	propaganda_plan	propag_+ens_aplan	common
198	gitter_körper	gitterkorpe_+=er_r	common
199	busch_weide	buschweid_e	common
200	hof_zug	hofzu_g	common
201	wurf_art	wu_rt	common
202	kegel_stand	kegels_d	common
203	rock_märchen	rockmar_+=er_hen	common
204	freizeit_spielchen	freizeitspielch_+er_n	common
205	knorpel_versorgung	knorpelversorgun_g	common
206	baum_magie	b_ummagie	common
207	auslage_tisch	auslagetis_h	common
208	winter_angler	winterangle_r	common
209	gast_fahrkarte	gastfahrka_e	common
210	paddel_bericht	paddelberic_t	common
211	mono_fernseher	monofernsehe_r	common
212	regenwald_frucht	regenwaldfruch_t	common
213	mauer_höhle	mauerhoh_+=er_e	common
214	schlager_musik	sch_+er_agermusik	common
215	sound_debatte	sou_+e_debatte	common
216	flugzeug_sitz	flugzeugsi_z	common
217	freiland_deposition	freilanddeposi_+e_ion	common
218	harmonie_brei	harmonie_i	common
219	frühling_+s_tisch	fruhlingstis_+=er_h	common
220	monat_+s_woche	monatsw_oche	common
221	wirklichkeit_+s_klötzchen	wirklichkeitsklotz_+=er_hen	common
222	platzierung_+s_form	platzierungsfo_m	common
223	bereich_+s_ausschuss	bereichsausschus_s	common
224	krieger_+s_mann	krie_rsmann	common
225	torsion_+s_effekt	torsionseff_+er_kt	common
226	verbindung_+s_plan	verbindu_+e_plan	common
227	funktionär_+s_diktatur	funktionarsdikt_+=er_r	common
228	verlag_+s_promotion	verlagsp_omotion	common
229	rationalität_+s_fiktion	rationalitats_+=er_iktion	common
230	tagung_+s_zentrum	tagungszen_m	common
231	kriminalität_+s_anteil	kriminalitats_+=er_eil	common
232	alter_+s_potenzial	al_+ens_spotenzial	common
233	ort_+s_bewegung	ortsbewegun_g	common
234	alter_+s_reserve	altersres_e	common
235	belichtung_+s_möglichkeit	belichtungsmogli_+=er_hkeit	common
236	rettung_+s_pfeil	rettu_+e_pfeil	common
237	leben_+s_panorama	lebens_+e_orama	common
238	vernichtung_+s_friede	vernichtungsf_riede	common
239	redaktion_+s_anfrage	redaktionsanf_e	common
240	beschäftigung_+s_kasten	beschaft_+=er_igungskasten	common
241	liebling_+s_ton	liebli_ngston	common
242	gesinnung_+s_datei	gesinnu_+e_datei	common
243	werk_+s_struktur	werkss_ruktur	common
244	vorrat_+s_gesellschaft	vorratsgesellsc_t	common
245	arbeit_+s_formation	arbeit_+e_ormation	common
246	gewicht_+s_verhältnis	gewichtsverhalt_+=er_s	common
247	trennung_+s_koeffizient	trennungskoeffizien_t	common
248	vernichtung_+s_aktion	vernich_+er_ngsaktion	common
249	regierung_+s_anwalt	regie_rungsanwalt	common
250	verlängerung_+s_tag	verlanger_+=er_ngstag	common
251	benachrichtigung_+s_konzept	benachrich_+er_igungskonzept	common
252	empfang_+s_messung	empfangsmessun_g	common
253	bewegung_+s_seite	bewegungss_e	common
254	pruefung_+s_verband	pruefungsverban_d	common
255	arbeit_+s_status	arbei_tsstatus	common
256	beschäftigung_+s_einsatz	beschaft_+=er_igungseinsatz	common
257	erfolg_+s_argument	erfolgsargumen_t	common
258	haftung_+s_kapital	haftun_+e_apital	common
259	exposition_+s_pfad	exposit_+e_spfad	common
260	unglück_+s_straße	unglü_+=er_ksstraße	common
261	regierung_+s_uebernahme	regie_rungsuebernahme	common
262	sieg_+es_lied	siegeslie_d	common
263	übung_+s_platz	ub_+=er_gsplatz	common
264	angebot_+s_hinweis	angebotshinwei_s	common
265	konstruktion_+s_wissen	konstruk_+e_ionswissen	common
266	telekommunikation_+s_professor	telekommunikati_+e_professor	common
267	sicherheit_+s_luecke	si_erheitsluecke	common
268	kleidung_+s_reform	kleidungsrefo_m	common
269	gefühl_+s_krise	gefuhlskr_+=er_e	common
270	besichtigung_+s_liste	besich_+er_igungsliste	common
271	spannung_+s_umschaltung	spannungsumsch_+er_tung	common
272	dienstleistung_+s_gehalt	dien_+er_tleistungsgehalt	common
273	identifikation_+s_rahmen	identifikations_hmen	common
274	wirkung_+s_zyklus	wirkungszyklu_s	common
275	aufmerksamkeit_+s_räuber	aufmerksamkeitsrä_+=er_r	common
276	zwang_+s_parfümierung	zwangsparfumie_+=er_g	common
277	beruhigung_+s_placebo	beruhigungsplaceb_o	common
278	verkehr_+s_konjunktur	verkeh_rskonjunktur	common
279	mittag_+s_wind	mittagswi_d	common
280	weisheit_+s_vogel	weisheit_+e_ogel	common
281	skalierung_+s_eigenschaft	skalierungseigensc_t	common
282	zahlung_+s_sicherung	zahlungssi_rung	common
283	bergwerk_+s_leute	bergwe_rksleute	common
284	stimmung_+s_bildung	stimmungsbildun_g	common
285	sicherheit_+s_gewahrsam	sicherheitsgew_rsam	common
286	sachverhalt_+s_beurteilung	sachverhaltsbeurteilun_g	common
287	ausrüstung_+s_art	ausrus_+=er_ngsart	common
288	kürzung_+s_vereinbarung	kü_+=er_ngsvereinbarung	common
289	selektion_+s_pool	selekti_+e_pool	common
290	einheit_+s_straße	einheitss_traße	common
291	verfolgung_+s_geist	verfolgungsgeis_t	common
292	behandlung_+s_bedürfnis	behandlungsbedurf_+=er_s	common
293	virtualisierung_+s_szenarium	virtualisierungsszenariu_m	common
294	aktionär_+s_hand	aktionar_+=er_shand	common
295	artikulation_+s_ort	artikulati_+e_ort	common
296	währung_+s_region	wahr_+=er_ngsregion	common
297	begriff_+s_trias	be_riffstrias	common
298	aufklärung_+s_ausstattung	aufklar_+=er_ngsausstattung	common
299	verpflegung_+s_auto	ve_+er_flegungsauto	common
300	querschnitt_+s_ressort	quersch_+er_ittsressort	common
301	haushalt_+s_vermögen	haushaltsvermö_+=er_gen	common
302	eis_+es_heim	eiseshei_m	common
303	patenschaft_+s_anlage	patensch_+er_ftsanlage	common
304	masse_+n_schlächterei	massenschlachte_+=er_i	common
305	tide_+n_stieg	tidenstie_g	common
306	figur_+en_wissen	fi_urenwissen	common
307	gruppe_+n_prüfung	gruppenpruf_+=er_g	common
308	hölle_+n_brand	holle_+=er_brand	common
309	röhre_+n_stand	rö_+=er_renstand	common
310	klarinette_+n_einsatz	klarinetteneins_z	common
311	ziege_+n_maske	zie_nmaske	common
312	seele_+n_tagebuch	seelentagebuc_h	common
313	experte_+n_geschichte	expertengeschi_e	common
314	hose_+n_spanner	hosenspanne_r	common
315	katze_+n_wurf	katzenwu_f	common
316	lesbe_+n_leben	lesbenlebe_n	common
317	sünde_+n_waage	sun_+=er_waage	common
318	karte_+n_kompatibilität	kartenkompatibili_t	common
319	lärche_+n_straße	larchenst_+=er_e	common
320	quant_+en_kommunikation	quantenko_munikation	common
321	rose_+n_malerei	rose_nmalerei	common
322	platte_+n_meister	plattenmeis_r	common
323	stern_+en_rechner	sternenrechne_r	common
324	hose_+n_segment	hosense_gment	common
325	glocke_+n_steuerung	glockensteuerun_g	common
326	harfe_+n_komposition	harfen_+e_position	common
327	echse_+n_liebhaber	echsenliebhabe_r	common
328	katze_+n_liebhaber	katzenliebhabe_r	common
329	auge_+n_riemen	augen_emen	common
330	autor_+en_feld	autorenfel_d	common
331	wüste_+n_schurke	wustens_+=er_rke	common
332	winde_+n_typ	winde_p	common
333	karte_+n_landschaft	kartenlandsc_t	common
334	maßnahme_+n_ebene	maßnahmeneben_e	common
335	maschine_+n_rüstzeit	maschinenrust_+=er_t	common
336	gebühr_+en_angelegenheit	gebü_+=er_renangelegenheit	common
337	tinte_+n_rezeptur	tin_nrezeptur	common
338	briefmarke_+n_messen	briefmarkenmesse_n	common
339	idee_+n_fundus	ideenfundu_s	common
340	variable_+n_eingabe	variableneingab_e	common
341	straße_+n_katalog	straßenkatalo_g	common
342	prämie_+n_versicherer	pramienversiche_+=er_r	common
343	walze_+n_verschleiß	walzenversch_+er_iß	common
344	premiere_+n_präsentation	premierenprä_+=er_sentation	common
345	präsident_+en_cup	prasidente_+=er_p	common
346	seite_+n_bracke	seitenbrack_e	common
347	mensch_+en_ratte	mensch_+er_nratte	common
348	angehörige_+n_stunde	angehorigenst_+=er_e	common
349	hölle_+n_erlebnis	holle_+=er_erlebnis	common
350	sprache_-e_empfang	sprach_+er_mpfang	common
351	schule_-e_staatssekretär	schulstaatssekretä_+=er_r	common
352	kontrolle_-e_pflicht	kontrollpflic_t	common
353	wolle_-e_mantel	woll_mantel	common
354	hund_+e_krankengymnastin	hundekranken_ymnastin	common
355	referat_+e_seite	ref_erateseite	common
356	apparat_+e_ausschuss	apparateausschus_s	common
357	brett_+er_lücke	bretterlü_+=er_ke	common
358	mitglied_+er_sperre	mitglie_rsperre	common
359	ei_+er_mann	eie_rmann	common
360	wort_+=er_kette	worterke_+=er_e	common
361	huhn_+=er_leiter	huh_+=er_erleiter	common
362	blatt_+=er_suppe	blatt_+=er_rsuppe	common
363	gans_+=e_sänger	gänsesä_+=er_ger	common
364	gast_+=e_etage	gaste_+=er_ge	common
365	stand_+=e_gesellschaft	stand_+=er_egesellschaft	common
366	glaube_+ns_gesetz	glaubensges_z	common
367	herz_+ens_eigenschaft	herzenseigensc_t	common
368	name_+ns_roulette	namen_sroulette	common
