	gold	pred	comp_type
140	findelkind_+er_haus	findelkind_+er_haus	hapax_legomena
141	glaes_+er_ruecken	glaeserruecken	hapax_legomena
142	sammel_+ns_wert	sammeln_+s_wert	hapax_legomena
143	unglaube_+ns_bekenntnis	unglauben_+s_bekenntnis	hapax_legomena
144	kind_+er_arzt	kinder_arzt	allomorphic_fc
145	kind_+es_alter	kind_+es_alter	allomorphic_fc
146	kind_+s_tod	kind_+s_tod	allomorphic_fc
147	kind_bett	kind_bett	allomorphic_fc
148	mann_deckung	mann_deckung	allomorphic_fc
149	mann_+=er_beruf	mann_+=er_beruf	allomorphic_fc
150	mann_+es_kraft	mann_+es_kraft	allomorphic_fc
151	mann_+s_volk	mann_+s_volk	allomorphic_fc
152	mensch_werdung	mensch_werdung	allomorphic_fc
153	mensch_+en_affe	mensch_+en_affe	allomorphic_fc
154	mensch_+ens_kind	menschen_+s_kind	allomorphic_fc
155	schwein_+e_fleisch	schwein_+e_fleisch	allomorphic_fc
156	schwein_kram	schwein_kram	allomorphic_fc
157	schwein_+s_galopp	schwein_+s_galopp	allomorphic_fc
158	maus_klick	maus_klick	allomorphic_fc
159	maus_+e_falle	maus_+e_falle	allomorphic_fc
160	maus_+=e_falle	maus_+=e_falle	allomorphic_fc
161	hund_katze	hund_katze	invented
162	hund_+e_katze	hundekatze	invented
163	hund_+s_katze	hund_+s_katze	invented
164	erde_-e_ei	erd_ei	invented
165	erde_ei	erde_ei	invented
166	erde_+n_ei	erde_+n_ei	invented
167	pferd_wolke	pferd_wolke	invented
168	pferd_+e_wolke	pferde_wolke	invented
169	katze_hund	katze_hund	invented
170	katze_+n_hund	katze_+n_hund	invented
171	ei_erde	eierde	invented
172	ei_+er_erde	eier_erde	invented
173	schwein_frosch	schwein_frosch	invented
174	schwein_+e_frosch	schwein_+e_frosch	invented
175	schwein_+s_frosch	schwein_+s_frosch	invented
176	maus_elefant	mauselefant	invented
177	maus_+e_elefant	maus_+e_elefant	invented
178	schaf_wolke	schaf_wolke	invented
179	schaf_+s_wolke	schaf_+s_wolke	invented
180	huhn_fuchs	huhn_fuchs	invented
181	huhn_+=er_fuchs	huhn_+=er_fuchs	invented
182	elefant_erdbeere	elefanterdbeere	invented
183	elefant_+en_erdbeere	elefant_+en_erdbeere	invented
184	münz_-e_knopf	münze_-e_knopf	invented
185	münze_+n_knopf	münze_+n_knopf	invented
186	gans_würfel	gans_würfel	invented
187	gans_=e_würfel	gans=ewürfel	invented
188	birne_-e_bus	birne_-e_bus	invented
189	birne_+n_bus	birne_+n_bus	invented
190	hahn_hund	hahn_hund	invented
191	hahn_+en_hund	hahn_+en_hund	invented
192	krokodil_ente	krokodilente	invented
193	krokodil_+s_ente	krokodilsente	invented
194	papagei_krokodil	papagei_krokodil	invented
195	papagei_+en_krokodil	papagei_+en_krokodil	invented
196	bär_hund	bär_hund	invented
197	bär_+en_hund	bär_+en_hund	invented
198	strauß_palme	strauß_palme	invented
199	strauß_+en_palme	strauß_+en_palme	invented
200	pfau_palme	pfau_palme	invented
201	pfau_+en_palme	pfau_+en_palme	invented
202	schwan_trompete	schwan_trompete	invented
203	schwan_+en_trompete	schwane_+n_trompete	invented
204	alligator_ente	alligator_ente	invented
205	alligator_+en_ente	alligator_+en_ente	invented
206	erdbeere_-e_ananas	erdbeere_-e_ananas	invented
207	erdbeere_+n_ananas	erdbeere_+n_ananas	invented
